,0
3638,"-117.20054499999999,34.121224"
3639,"-117.57555900000001,34.029022"
3640,"-117.659423,33.930845"
3641,"-117.278543,33.772015"
3642,"-117.58585500000001,34.030711"
3643,"-117.30840400000001,34.226834000000004"
3644,"-117.30644299999999,34.228148"
3645,"-117.25242800000001,33.917179"
3646,"-117.58703200000001,34.030705"
3647,"-117.43293,34.325348999999996"
3648,"-117.432075,34.363831"
3649,"-117.45376200000001,33.864803"
3650,"-117.43821399999999,34.356384000000006"
3651,"-117.243831,34.066505"
3652,"-117.47927299999999,34.074949"
3653,"-117.461932,34.303553"
3654,"-117.46883899999999,34.347281"
3655,"-117.606726,33.879545"
3656,"-117.301774,34.100079"
3657,"-117.37596,33.883539"
3658,"-117.40228700000002,34.220401"
3659,"-116.857275,34.259519"
3660,"-117.480398,34.019014"
3661,"-117.550142,34.048026"
3662,"-117.69524799999999,34.082893"
3663,"-117.442305,34.249376"
3664,"-117.858787,33.701588"
3665,"-117.91992900000001,33.727388"
3666,"-117.755385,34.028219"
3667,"-117.15375,33.992638"
3668,"-116.95236299999999,33.926504"
3669,"-117.61301599999999,33.880769"
3670,"-117.669149,33.940993"
3671,"-117.28133400000002,34.064217"
3672,"-117.154436,34.039481"
3673,"-117.604115,33.880257"
3674,"-117.433552,34.36188"
3675,"-118.205146,33.851779"
3676,"-118.19351599999999,33.820465000000006"
3677,"-118.281053,33.999908000000005"
3678,"-118.29463600000001,34.036516"
3679,"-117.31321000000001,34.117647"
3680,"-117.673699,33.530233"
3681,"-117.835404,33.835072"
3682,"-117.885429,33.786815000000004"
3683,"-118.081272,33.805686"
3684,"-117.95843799999999,33.708564"
3685,"-117.904801,33.774356"
3686,"-117.831199,33.755916"
3687,"-117.89348999999999,33.795317"
3688,"-117.857078,33.682896"
3689,"-117.830818,33.760611"
3690,"-117.830898,33.781464"
3691,"-117.831107,33.762242"
3692,"-117.875386,33.853023"
3693,"-117.921618,33.767265"
3694,"-117.84765700000001,33.924215000000004"
3695,"-117.67306200000002,33.555671000000004"
3696,"-117.658573,33.499164"
3697,"-117.83491699999999,33.837239000000004"
3698,"-117.822075,33.845778"
3699,"-117.879178,33.792663"
3700,"-117.817237,33.848648"
3701,"-117.85924299999999,33.700753999999996"
3702,"-117.977309,33.74798"
3703,"-117.89596999999999,33.778711"
3704,"-117.88877099999999,33.779132000000004"
3705,"-117.744628,33.87073"
3706,"-117.919478,33.687978"
3707,"-117.872002,33.778371"
3708,"-117.911673,33.648869"
3709,"-117.89810800000001,33.688045"
3710,"-117.83793700000001,33.851203999999996"
3711,"-117.733179,33.869904999999996"
3712,"-117.626672,33.587831"
3713,"-117.86376499999999,33.695833"
3714,"-117.97233700000001,33.765871999999995"
3715,"-118.228155,33.946579"
3716,"-118.079948,33.917156"
3717,"-118.18002800000001,34.019661"
3718,"-118.281097,33.960128000000005"
3719,"-118.35161399999998,34.134322"
3720,"-118.583679,34.379042999999996"
3721,"-118.177842,33.969217"
3722,"-118.157394,34.063527"
3723,"-118.23441299999999,33.972975"
3724,"-118.39224499999999,34.174715"
3725,"-118.438071,34.259722"
3726,"-118.09934299999999,33.774382"
3727,"-118.192246,34.018844"
3728,"-118.489575,34.271537"
3729,"-118.19543,34.018844"
3730,"-118.13226999999999,34.557846999999995"
3731,"-118.32971599999999,34.466522"
3732,"-118.046416,33.893481"
3733,"-118.30467900000001,34.088193"
3734,"-117.80720500000001,34.119658"
3735,"-117.83688799999999,33.999503999999995"
3736,"-118.437836,34.259491"
3737,"-118.29831100000001,34.032728000000006"
3738,"-117.76161,34.119486"
3739,"-117.786924,34.119925"
3740,"-118.031297,33.945646"
3741,"-118.47309299999999,34.239106"
3742,"-118.196348,33.774128000000005"
3743,"-118.181416,33.919461"
3744,"-118.25208400000001,33.989340000000006"
3745,"-118.14738700000001,34.135733"
3746,"-118.27539499999999,33.872572"
3747,"-117.979276,34.067791"
3748,"-118.165345,33.963153000000005"
3749,"-118.082168,33.966945"
3750,"-118.223671,34.081866"
3751,"-118.44080600000001,34.262994"
3752,"-118.198047,33.864698"
3753,"-118.472025,34.265892"
3754,"-118.601527,34.187733"
3755,"-117.883921,34.071812"
3756,"-118.220155,34.032303999999996"
3757,"-118.103799,33.878833"
3758,"-117.916106,34.126196"
3759,"-118.288903,34.078881"
3760,"-117.93815900000001,34.128746"
3761,"-118.102217,34.446376"
3762,"-118.785715,34.146397"
3763,"-118.109978,33.877067"
3764,"-117.82468100000001,34.120678000000005"
3765,"-118.206446,34.025591"
3766,"-118.11438600000001,34.505758"
3767,"-118.10229299999999,33.876258"
3768,"-118.604331,34.08963"
3769,"-118.14639199999999,33.91284"
3770,"-118.167621,34.047719"
3771,"-118.159691,34.174116999999995"
3772,"-118.4858,34.01475"
3773,"-117.968883,33.976524"
3774,"-118.26039499999999,33.895328000000006"
3775,"-118.42348600000001,34.018792"
3776,"-117.903904,33.988239"
3777,"-118.293581,33.831578"
3778,"-118.316507,34.036896999999996"
3779,"-117.77223799999999,34.41146"
3780,"-117.969412,34.579715"
3781,"-118.41366599999999,34.005972"
3782,"-118.560787,34.774545"
3783,"-118.585108,34.427"
3784,"-118.59380800000001,34.436089"
3785,"-118.293595,33.834059"
3786,"-118.29185600000001,33.925042"
3787,"-117.70848899999999,33.982464"
3788,"-118.432819,34.547855"
3789,"-117.750932,34.024669"
3790,"-117.770835,34.043556"
3791,"-118.215002,34.060119"
3792,"-117.973753,34.579723"
3793,"-118.36413200000001,33.906911"
3794,"-118.08826599999999,34.072225"
3795,"-118.47831399999998,34.020288"
3796,"-118.47698799999999,34.021375"
3797,"-118.357965,33.888652"
3798,"-118.10256100000001,33.876286"
3799,"-118.35751499999999,34.272692"
3800,"-118.06791499999999,34.028451000000004"
3801,"-118.30753200000001,34.155843"
3802,"-117.90488799999999,33.996189"
3803,"-118.07361999999999,34.103506"
3804,"-118.478925,34.165222"
3805,"-117.740711,34.024537"
3806,"-118.50108700000001,34.170353000000006"
3807,"-117.807802,34.069604"
3808,"-118.06737,33.876257"
3809,"-118.370002,33.987557"
3810,"-118.135931,34.071647"
3811,"-118.13793100000001,34.033532"
3812,"-118.50703700000001,34.338519"
3813,"-118.29389599999999,34.155245"
3814,"-118.36165,33.891315000000006"
3815,"-118.01854099999998,34.141686"
3816,"-118.615108,34.45256"
3817,"-117.898007,34.506444"
3818,"-118.61038500000001,34.446253000000006"
3819,"-117.964376,34.135335999999995"
3820,"-118.088443,34.037231"
3821,"-118.173928,34.061212"
3822,"-118.605709,34.170778000000006"
3823,"-117.785381,34.072983"
3824,"-118.064015,33.989912"
3825,"-117.66018899999999,34.23602"
3826,"-118.069134,33.993369"
3827,"-118.36823700000001,33.94135"
3828,"-118.052269,33.867958"
3829,"-118.47223100000001,34.267122"
3830,"-118.449161,34.157239000000004"
3831,"-118.472605,34.265894"
3832,"-118.24975,33.985227"
3833,"-117.954858,34.133495"
3834,"-118.612829,34.168935999999995"
3835,"-117.76161,34.119783"
3836,"-117.96070900000001,34.577909999999996"
3837,"-118.45796499999999,34.283611"
3838,"-118.225493,34.034378000000004"
3839,"-118.45286499999999,34.276869"
3840,"-117.931909,33.990804"
3841,"-118.151867,34.068222"
3842,"-118.281093,34.013867"
3843,"-117.849364,33.999757"
3844,"-117.87441299999999,33.995556"
3845,"-118.38776399999999,34.222531"
3846,"-118.06413700000002,34.041403"
3847,"-118.25004299999999,34.061575"
3848,"-118.261298,34.069633"
3849,"-118.51851599999999,34.171482"
3850,"-118.092721,33.935246"
3851,"-118.46619299999999,34.153818"
3852,"-118.625602,34.489073"
3853,"-118.077941,33.978759000000004"
3854,"-118.254268,33.929463"
3855,"-118.39291599999999,33.980084000000005"
3856,"-118.143999,34.0263"
3857,"-118.32543500000001,33.872895"
3858,"-118.267977,34.040657"
3859,"-118.223404,33.825367"
3860,"-118.013927,34.137756"
3861,"-118.22015900000001,33.846773"
3862,"-118.49004,34.272233"
3863,"-118.597936,34.169616999999995"
3864,"-118.144042,34.032591"
3865,"-118.09048600000001,33.932353000000006"
3866,"-118.247648,33.963296"
3867,"-118.061778,33.902297999999995"
3868,"-117.92431699999999,33.990539"
3869,"-117.934592,34.036177"
3870,"-117.930123,34.035922"
3871,"-118.113069,34.152617"
3872,"-118.312794,34.018487"
3873,"-118.01868,34.155762"
3874,"-118.377851,34.035175"
3875,"-118.633812,34.240103000000005"
3876,"-118.637293,34.159414"
3877,"-118.274297,34.075077"
3878,"-118.26714199999999,34.034486"
3879,"-118.63024399999999,34.162014"
3880,"-118.626451,34.163414"
3881,"-118.62868300000001,34.16274"
3882,"-118.079361,34.125718"
3883,"-118.07935400000001,34.126016"
3884,"-118.393846,34.365709"
3885,"-118.188254,34.03163"
3886,"-117.670277,34.134809000000004"
3887,"-118.046247,33.863848"
3888,"-118.05536299999999,33.870021"
3889,"-118.29921000000002,33.841945"
3890,"-118.25204099999999,33.981593"
3891,"-117.805054,34.037712"
3892,"-118.192834,34.055517"
3893,"-118.211932,34.055031"
3894,"-118.05418600000002,33.869056"
3895,"-118.22582299999999,33.93092"
3896,"-118.37841599999999,33.923648"
3897,"-117.985754,34.097885999999995"
3898,"-118.067705,34.148876"
3899,"-117.800728,34.043378000000004"
3900,"-117.93347299999999,34.131809999999994"
3901,"-118.177199,34.018842"
3902,"-118.227407,33.930768"
3903,"-117.707183,34.081720000000004"
3904,"-118.36236799999999,34.221874"
3905,"-117.793949,34.119640000000004"
3906,"-118.008457,34.030681"
3907,"-118.227318,33.929921"
3908,"-118.248401,34.059838"
3909,"-118.27183000000001,33.927495"
3910,"-117.87982199999999,34.072579"
3911,"-117.76489,34.024029"
3912,"-117.83763700000002,34.1066"
3913,"-118.251348,33.960153999999996"
3914,"-117.98778700000001,34.019890000000004"
3915,"-118.053626,34.072742"
3916,"-117.962052,34.070211"
3917,"-118.27538,34.049714"
3918,"-118.40661499999999,34.156789"
3919,"-118.139075,34.016560999999996"
3920,"-118.151765,34.609215"
3921,"-118.102847,33.876453000000005"
3922,"-118.091502,33.876492"
3923,"-118.135567,34.015822"
3924,"-117.69045,34.378907"
3925,"-118.305865,33.938198"
3926,"-118.23513899999999,34.026403"
3927,"-117.70000800000001,34.120090999999995"
3928,"-118.47193999999999,34.235555"
3929,"-118.687611,34.081175"
3930,"-118.435666,34.024159000000004"
3931,"-118.13443400000001,34.594439"
3932,"-118.142597,34.601869"
3933,"-118.151688,34.631122"
3934,"-118.221752,34.083369"
3935,"-118.027616,33.942863"
3936,"-117.734475,34.399623999999996"
3937,"-118.36658100000001,33.939993"
3938,"-118.278209,34.037217999999996"
3939,"-118.286998,33.960046000000006"
3940,"-118.276495,34.1382"
3941,"-118.19830900000001,34.491926"
3942,"-118.13286599999999,34.561173"
3943,"-118.18013899999998,34.492575"
3944,"-118.162581,34.488946999999996"
3945,"-118.13739199999999,34.489447"
3946,"-118.24395700000001,33.756741999999996"
3947,"-118.17613899999999,33.998544"
3948,"-118.169922,34.040578000000004"
3949,"-117.9315,34.072286"
3950,"-118.13188000000001,34.176953999999995"
3951,"-117.35543,33.992668"
3952,"-117.525426,34.067374"
3953,"-118.46809499999999,34.150746999999996"
3954,"-118.27351200000001,34.1266"
3955,"-117.64031100000001,33.883703999999994"
3956,"-116.91090200000001,34.164307"
3957,"-118.037829,33.772106"
3958,"-116.99533600000001,34.249922999999995"
3959,"-118.15318,34.618818"
3960,"-117.30119599999999,34.085287"
3961,"-117.17501499999999,34.245015"
3962,"-117.88421699999999,33.786059"
3963,"-117.670074,34.087408"
3964,"-117.29693600000002,33.725753000000005"
3965,"-117.18507,33.939169"
3966,"-117.106858,34.204845"
3967,"-117.165143,34.055494"
3968,"-117.656195,33.458821"
3969,"-117.17549199999999,34.240062"
3970,"-117.676244,34.134008"
3971,"-117.880524,33.687756"
3972,"-117.732611,33.641223"
3973,"-117.359026,33.990255"
3974,"-117.45189599999999,34.290977000000005"
3975,"-117.508967,33.877225"
3976,"-117.54354599999999,33.867426"
3977,"-117.51119299999999,33.875356"
3978,"-117.553345,34.067554"
3979,"-117.607846,34.135114"
3980,"-117.54417,34.090663"
3981,"-117.55705800000001,33.916707"
3982,"-117.56333300000001,34.136776"
3983,"-117.635673,34.134996"
3984,"-117.458076,34.066501"
3985,"-117.29977,34.248251"
3986,"-117.330385,33.970705"
3987,"-116.981357,34.139524"
3988,"-117.10474099999999,33.743078000000004"
3989,"-116.988799,34.248241"
3990,"-117.965877,33.765893"
3991,"-118.02026699999999,33.774366"
3992,"-117.54554399999999,33.874702"
3993,"-116.85788400000001,34.270346999999994"
3994,"-117.497634,33.89577"
3995,"-117.542929,34.136414"
3996,"-116.826701,34.240884"
3997,"-117.55786,34.06734"
3998,"-117.70718400000001,34.081720000000004"
3999,"-117.33563600000001,34.067503"
4000,"-117.068607,33.840115000000004"
4001,"-117.363832,34.136072999999996"
4002,"-117.33119599999999,33.968151"
4003,"-117.60571000000002,34.030440999999996"
4004,"-117.29561499999998,34.074103"
4005,"-117.954039,33.765829"
4006,"-117.62959599999999,33.884196"
4007,"-117.549015,33.975229999999996"
4008,"-116.85535,34.259121"
4009,"-117.35933999999999,33.994141"
4010,"-117.350057,33.98979"
4011,"-117.241492,34.230996000000005"
4012,"-117.157904,34.046814000000005"
4013,"-117.702243,33.978572"
4014,"-117.35758799999999,33.706981"
4015,"-117.550079,34.023011"
4016,"-117.49048300000001,34.065925"
4017,"-117.524302,34.0674"
4018,"-117.57640400000001,34.067623"
4019,"-117.32123600000001,34.147185"
4020,"-117.972677,33.856303999999994"
4021,"-117.97671000000001,33.803055"
4022,"-117.889525,33.788715"
4023,"-117.339871,33.9756"
4024,"-117.355359,33.975605"
4025,"-117.580403,34.067439"
4026,"-117.5988,34.03069"
4027,"-117.196385,34.233881"
4028,"-117.48028899999998,34.062928"
4029,"-117.307019,34.065058"
4030,"-117.15413000000001,34.039993"
4031,"-117.251148,34.229176"
4032,"-116.89736699999999,34.081938"
4033,"-117.83179399999999,33.812756"
4034,"-117.879777,33.788160999999995"
4035,"-117.75826399999998,33.677613"
4036,"-117.674819,33.473751"
4037,"-118.09015900000001,33.780598"
4038,"-117.47917199999999,34.150471"
4039,"-117.164374,34.180554"
4040,"-117.81356299999999,33.85134"
4041,"-117.925601,33.826417"
4042,"-118.081626,33.803055"
4043,"-117.674502,33.474047"
4044,"-117.436898,34.181814"
4045,"-117.76078000000001,33.651790000000005"
4046,"-117.790015,33.603749"
4047,"-118.029572,33.856909"
4048,"-117.948655,33.839379"
4049,"-118.068873,33.774471000000005"
4050,"-117.87597,33.833861"
4051,"-117.980667,33.726814000000005"
4052,"-117.91023200000001,33.853911"
4053,"-117.87829199999999,33.800921"
4054,"-117.514302,33.590072"
4055,"-117.249701,34.005634"
4056,"-117.791172,33.854440000000004"
4057,"-117.266645,34.014515"
4058,"-117.66246799999999,33.46237"
4059,"-118.09116000000002,33.774471000000005"
4060,"-117.99738300000001,33.866009000000005"
4061,"-117.98941699999999,33.861115999999996"
4062,"-117.85095600000001,33.709185"
4063,"-117.672969,33.551688"
4064,"-117.95169399999999,33.841467"
4065,"-117.25229499999999,33.94088"
4066,"-117.27020800000001,33.941"
4067,"-117.19961599999999,34.102992"
4068,"-117.558431,33.895047"
4069,"-116.852749,34.265529"
4070,"-117.134403,33.938376"
4071,"-117.288816,33.931478999999996"
4072,"-117.51288600000001,33.888756"
4073,"-117.331097,33.836531"
4074,"-117.93175600000001,33.8323"
4075,"-117.008648,34.103014"
4076,"-117.042497,34.028605"
4077,"-117.20741399999999,34.130974"
4078,"-117.51671100000002,33.886925"
4079,"-117.64036499999999,33.883590999999996"
4080,"-117.66178500000001,33.880075"
4081,"-117.184823,34.17864"
4082,"-117.31955500000001,34.144509"
4083,"-117.609986,34.135275"
4084,"-116.922849,34.238617"
4085,"-116.94748500000001,34.263092"
4086,"-116.94788500000001,34.269351"
4087,"-117.309474,33.959026"
4088,"-117.67838799999998,34.133666"
4089,"-117.20069299999999,34.124286"
4090,"-117.542527,34.01941"
4091,"-117.52583700000001,33.827011999999996"
4092,"-117.896801,33.687899"
4093,"-117.47991699999999,34.077448"
4094,"-117.13894199999999,33.939382"
4095,"-117.376453,34.068603"
4096,"-118.266632,34.072384"
4097,"-118.55681000000001,34.365555"
4098,"-117.81143600000001,34.028931"
4099,"-118.09297600000001,33.838829"
4100,"-118.23022900000001,33.974722"
4101,"-118.221753,34.083369"
4102,"-118.254406,34.704052000000004"
4103,"-118.21971200000002,34.029458"
4104,"-118.569699,34.394313000000004"
4105,"-118.280952,33.930997"
4106,"-118.296218,33.841974"
4107,"-118.052008,34.039675"
4108,"-118.266282,34.035742"
4109,"-118.45696399999999,33.983599"
4110,"-118.274569,34.130669"
4111,"-118.44041599999998,34.030383"
4112,"-118.177953,34.018831"
4113,"-118.220123,33.964482000000004"
4114,"-118.465171,34.070892"
4115,"-117.76624299999999,34.119536"
4116,"-117.90765400000001,34.095729"
4117,"-118.274773,34.015240000000006"
4118,"-118.011573,33.942029"
4119,"-118.27991599999999,34.011084999999994"
4120,"-118.54471699999999,34.172253999999995"
4121,"-118.431243,34.155567"
4122,"-118.219155,34.073060999999996"
4123,"-118.26799799999999,34.070248"
4124,"-118.224893,34.878238"
4125,"-118.220799,34.892738"
4126,"-117.846799,34.177942"
4127,"-117.91603300000001,34.126409"
4128,"-118.278287,33.97467"
4129,"-118.191171,34.103978000000005"
4130,"-117.81514399999999,34.06368"
4131,"-118.15086200000002,34.183112"
4132,"-118.496241,34.320844"
4133,"-118.45253799999999,34.027741999999996"
4134,"-117.980639,34.006646"
4135,"-118.145156,34.033133"
4136,"-118.193472,33.896158"
4137,"-118.2183,34.2027"
4138,"-118.317723,33.945454"
4139,"-117.994996,34.00155"
4140,"-118.286321,33.901874"
4141,"-118.211863,34.027569"
4142,"-117.80708700000001,34.119896999999995"
4143,"-117.755431,34.053151"
4144,"-118.28631399999999,33.898007"
4145,"-118.197575,34.102695000000004"
4146,"-118.23993,34.224135"
4147,"-118.496669,34.319995"
4148,"-118.147641,33.877176"
4149,"-118.495795,34.321548"
4150,"-117.964083,34.000596"
4151,"-117.731454,34.024878"
4152,"-118.045744,33.893302"
4153,"-118.208685,33.930696000000005"
4154,"-118.40258700000001,34.195614"
4155,"-118.02718,34.033858"
4156,"-118.5044,34.331164"
4157,"-118.254484,33.916353"
4158,"-118.114658,33.801726"
4159,"-118.47078700000002,34.275757"
4160,"-118.206787,34.472774"
4161,"-118.453493,33.968410999999996"
4162,"-118.193499,33.875431"
4163,"-118.46776100000001,34.291152000000004"
4164,"-118.504318,34.326328000000004"
4165,"-118.06435,33.904592"
4166,"-118.28596100000001,34.078029"
4167,"-117.926902,33.996291"
4168,"-118.41876,34.241440999999995"
4169,"-118.447599,34.028781"
4170,"-118.472023,34.267114"
4171,"-118.31782700000001,33.894655"
4172,"-118.66235,34.100211"
4173,"-117.876907,33.983743"
4174,"-117.908266,33.979613"
4175,"-118.67326499999999,34.098389000000005"
4176,"-118.645005,34.135"
4177,"-118.421103,34.454907"
4178,"-118.011377,33.874461"
4179,"-118.226396,34.146685999999995"
4180,"-118.42893000000001,34.272528"
4181,"-118.27965900000001,33.852843"
4182,"-117.94075500000001,34.072482"
4183,"-117.961932,34.128321"
4184,"-118.17802900000001,34.081866999999995"
4185,"-118.227267,33.960704"
4186,"-118.241018,34.056181"
4187,"-118.028793,33.883952"
4188,"-118.186067,34.107669"
4189,"-118.180351,34.111125"
4190,"-118.326504,34.105281"
4191,"-118.28268500000001,33.996478"
4192,"-118.24775,33.996617"
4193,"-118.37896599999999,34.153141999999995"
4194,"-118.365343,34.139806"
4195,"-118.20663,33.823535"
4196,"-118.117962,34.033375"
4197,"-118.41895900000002,34.031682"
4198,"-118.177392,34.040548"
4199,"-118.10822900000001,34.071647"
4200,"-118.33104399999999,34.039864"
4201,"-118.47344199999999,34.205157"
4202,"-118.455266,34.279046"
4203,"-117.95642099999999,34.133883000000004"
4204,"-118.273852,33.916415"
4205,"-118.19658500000001,34.021454999999996"
4206,"-118.165107,34.062360999999996"
4207,"-118.25401299999999,33.97071"
4208,"-118.45010500000001,34.274218"
4209,"-118.292325,33.7467"
4210,"-118.02933999999999,34.032453000000004"
4211,"-118.206841,33.821445000000004"
4212,"-118.067659,33.992338000000004"
4213,"-118.19273899999999,34.222596"
4214,"-118.18921399999999,34.018862"
4215,"-118.186176,34.142975"
4216,"-118.334124,34.466438000000004"
4217,"-118.069901,33.993811"
4218,"-118.668552,34.149428"
4219,"-118.238115,33.974034"
4220,"-118.179672,34.057604"
4221,"-118.114251,34.169125"
4222,"-118.249909,33.97255"
4223,"-117.98365,34.521102"
4224,"-118.347171,33.938196999999995"
4225,"-118.396276,33.954068"
4226,"-118.39211599999999,34.360923"
4227,"-118.25889699999999,34.052859000000005"
4228,"-118.15762,34.154540000000004"
4229,"-117.836704,34.314411"
4230,"-118.584433,34.425644"
4231,"-118.590248,34.432744"
4232,"-118.27980900000001,33.948784"
4233,"-118.25100900000001,34.06488"
4234,"-118.611015,34.446543"
4235,"-118.617595,34.490624"
4236,"-117.97511899999999,34.069324"
4237,"-117.8602,34.2161"
4238,"-118.184665,34.045848"
4239,"-118.170437,34.776942"
4240,"-118.005279,33.928402"
4241,"-118.246788,34.157515000000004"
4242,"-118.192819,33.888689"
4243,"-117.981146,34.109158"
4244,"-118.473809,34.023364"
4245,"-118.246998,33.933161"
4246,"-118.194232,33.871576"
4247,"-118.191397,33.882046"
4248,"-118.188121,33.893074"
4249,"-118.401022,34.237667"
4250,"-117.92765,33.766026000000004"
4251,"-118.08881000000001,33.776551"
4252,"-117.32658899999998,34.032256"
4253,"-117.83301399999999,33.840005"
4254,"-117.55861100000001,33.879387"
4255,"-117.896546,33.685264000000004"
4256,"-117.994262,33.855959000000006"
4257,"-117.84392700000001,33.850727"
4258,"-117.919067,33.663263"
4259,"-118.02775,33.763709000000006"
4260,"-118.005647,33.856109000000004"
4261,"-117.855208,33.705228000000005"
4262,"-117.286662,34.063788"
4263,"-117.486104,34.137023"
4264,"-117.453704,34.066984999999995"
4265,"-117.27863899999998,34.065833000000005"
4266,"-117.34855,34.159834000000004"
4267,"-117.40923899999999,34.063133"
4268,"-117.151936,34.20215"
4269,"-117.154125,34.195018"
4270,"-117.30228600000001,34.104751"
4271,"-116.82653300000001,34.261334999999995"
4272,"-117.549015,33.975293"
4273,"-117.409568,34.084956"
4274,"-117.261071,34.009613"
4275,"-117.208082,34.131201000000004"
4276,"-117.205304,34.129946999999994"
4277,"-117.64433999999999,33.885424"
4278,"-117.288766,33.924346"
4279,"-117.34643799999999,34.068844"
4280,"-116.92886100000001,34.235516"
4281,"-117.37025,34.068939"
4282,"-117.73003500000002,34.007567"
4283,"-117.028255,34.243403"
4284,"-117.29698799999998,34.064501"
4285,"-117.301773,34.098208"
4286,"-117.53005800000001,33.832204"
4287,"-117.252848,33.846926"
4288,"-117.18465800000001,34.158521"
4289,"-117.55004199999999,34.043918"
4290,"-117.832944,33.743946"
4291,"-117.550497,33.996356"
4292,"-117.369032,33.686056"
4293,"-116.86084299999999,34.242785"
4294,"-117.296465,34.065431"
4295,"-117.30942900000001,33.832141"
4296,"-117.298585,34.081266"
4297,"-117.30195800000001,34.089445"
4298,"-117.49113100000001,33.783388"
4299,"-117.083505,34.209928000000005"
4300,"-117.34312299999999,33.697763"
4301,"-117.252402,34.142389"
4302,"-116.882451,34.170528000000004"
4303,"-118.024216,33.881524"
4304,"-117.54231599999999,33.865682"
4305,"-117.29071299999998,33.938005"
4306,"-117.299298,33.946903999999996"
4307,"-117.301295,33.948196"
4308,"-117.880091,33.786406"
4309,"-117.636191,34.030578999999996"
4310,"-116.86226299999998,34.260481"
4311,"-117.40863200000001,34.223290000000006"
4312,"-117.252365,34.142643"
4313,"-117.385582,34.068179"
4314,"-117.88576299999998,33.673825"
4315,"-116.95976599999999,34.240827"
4316,"-117.36486599999999,34.136333"
4317,"-117.38328500000001,33.728815999999995"
4318,"-117.50443,34.129072"
4319,"-117.561819,33.879529999999995"
4320,"-117.296974,34.078807"
4321,"-117.08574899999999,34.210415999999995"
4322,"-117.387694,34.043129"
4323,"-116.716283,34.18829"
4324,"-117.35543700000001,34.1868"
4325,"-117.676455,34.08739"
4326,"-117.35291200000002,34.165141"
4327,"-117.291877,34.145665"
4328,"-117.348909,34.165141999999996"
4329,"-117.126899,33.938018"
4330,"-117.116679,33.809177000000005"
4331,"-117.544992,34.075432"
4332,"-116.84018999999999,34.272571"
4333,"-117.506215,34.10006"
4334,"-117.351482,34.002173"
4335,"-117.337737,34.159197"
4336,"-117.374829,34.1357"
4337,"-117.411771,34.136441999999995"
4338,"-117.11138799999999,34.024305"
4339,"-117.69748999999999,34.030317"
4340,"-117.66776999999999,34.030237"
4341,"-117.488845,34.070186"
4342,"-117.578026,33.88129"
4343,"-117.25986499999999,33.862756"
4344,"-117.31731699999999,34.14103"
4345,"-117.27841799999999,33.786531"
4346,"-117.560073,33.898784"
4347,"-118.482381,34.017301"
4348,"-117.169191,34.183277000000004"
4349,"-117.59804799999999,34.135165"
4350,"-117.98991000000001,33.766524"
4351,"-117.848304,33.711847"
4352,"-117.689828,33.603929"
4353,"-117.89715,33.685567999999996"
4354,"-117.20086299999998,34.12135"
4355,"-117.89306100000002,33.682212"
4356,"-117.531815,34.106392"
4357,"-118.08015800000001,33.774507"
4358,"-117.31073799999999,34.226164000000004"
4359,"-117.46373999999999,33.902734"
4360,"-117.229853,34.13315"
4361,"-117.27855500000001,34.193764"
4362,"-117.55064399999999,34.028441"
4363,"-117.58396699999999,34.030426"
4364,"-117.550459,34.023728999999996"
4365,"-117.550451,34.03348"
4366,"-117.30236699999999,34.107011"
4367,"-117.24271499999999,34.138467"
4368,"-117.650897,34.085198"
4369,"-117.49136200000001,33.897494"
4370,"-117.96113100000001,33.76593"
4371,"-117.84753300000001,33.712986"
4372,"-117.680901,33.86943"
4373,"-117.64368400000001,34.030318"
4374,"-117.88652900000001,33.788854"
4375,"-117.60065700000001,33.408954"
4376,"-117.72581799999999,33.707888"
4377,"-117.691148,33.601909"
4378,"-117.932193,33.832633"
4379,"-118.36005800000001,33.932614"
4380,"-118.09178700000001,33.876494"
4381,"-118.206772,33.846693"
4382,"-118.795422,34.748456"
4383,"-118.173616,34.04418"
4384,"-118.244469,34.113531"
4385,"-118.41591899999999,33.916374"
4386,"-118.338995,34.120349"
4387,"-118.38916,34.433825"
4388,"-118.239135,33.925968"
4389,"-118.18496699999999,33.815425"
4390,"-118.15396899999999,34.150643"
4391,"-118.141352,34.150203000000005"
4392,"-118.699656,34.575986"
4393,"-118.30461299999999,33.974567"
4394,"-118.045927,34.149015999999996"
4395,"-118.507755,34.334972"
4396,"-117.99320800000001,33.93111"
4397,"-118.443574,33.974932"
4398,"-117.97671499999998,34.135435"
4399,"-118.25918200000001,34.0894"
4400,"-118.342749,34.034715999999996"
4401,"-117.91631799999999,34.120723999999996"
4402,"-118.096574,33.941465"
4403,"-118.27056699999999,33.846528"
4404,"-117.927325,34.026506"
4405,"-118.254549,34.055038"
4406,"-118.250593,33.873422"
4407,"-118.387478,33.931075"
4408,"-118.2421,33.873428000000004"
4409,"-118.436525,33.978518"
4410,"-118.023072,34.189199"
4411,"-118.04125900000001,34.69722"
4412,"-117.930656,34.000171"
4413,"-118.187804,33.915163"
4414,"-118.19410500000001,34.020495000000004"
4415,"-117.904886,34.072014"
4416,"-118.45148400000001,34.055962"
4417,"-118.14088400000001,34.017778"
4418,"-118.14111499999999,34.016994"
4419,"-118.26616899999999,34.231286"
4420,"-118.583184,34.423266999999996"
4421,"-118.280597,33.974652"
4422,"-118.00205600000001,33.961861"
4423,"-118.572644,34.400378"
4424,"-118.07816000000001,33.876369"
4425,"-118.350647,33.990386"
