,0
8821,"34.032947,-118.025213"
8822,"34.192615,-117.277181"
8823,"34.291261,-116.80254"
8824,"34.005858,-117.424871"
8825,"34.036584000000005,-118.37534"
8826,"34.26793,-118.484748"
8827,"33.998647999999996,-117.855002"
8828,"33.957178000000006,-118.247328"
8829,"33.930955,-118.29308600000002"
8830,"34.068892,-117.84261399999998"
8831,"34.067738,-117.836145"
8832,"33.78263,-118.21046100000001"
8833,"33.887459,-118.10426899999999"
8834,"34.374542,-118.52188500000001"
8835,"34.030053,-118.17154099999999"
8836,"33.994293,-118.41323999999999"
8837,"33.873428999999994,-118.21806399999998"
8838,"34.157839,-118.145133"
8839,"34.209165000000006,-117.41321699999999"
8840,"33.98618,-117.36454599999999"
8841,"34.070213,-118.000149"
8842,"33.862064000000004,-118.317793"
8843,"33.827951,-118.306416"
8844,"33.877265,-118.125197"
8845,"34.024449,-118.828744"
8846,"33.732451,-118.298354"
8847,"33.780597,-118.090175"
8848,"33.814406,-118.175001"
8849,"34.047039,-118.16821200000001"
8850,"33.880001,-118.191896"
8851,"33.884163,-118.285524"
8852,"34.028994,-118.39638300000001"
8853,"33.874694,-118.13101200000001"
8854,"33.894352000000005,-118.01163600000001"
8855,"33.876295,-118.10256499999998"
8856,"33.902419,-118.26205300000001"
8857,"33.912917,-118.36705"
8858,"33.936814,-118.36131999999999"
8859,"34.129204,-118.34729399999999"
8860,"34.154899,-118.648797"
8861,"34.579764000000004,-117.720247"
8862,"34.143023,-117.48754299999999"
8863,"34.087619000000004,-117.668232"
8864,"34.135309,-117.266342"
8865,"34.030483000000004,-117.662582"
8866,"34.020185,-117.684278"
8867,"34.239571000000005,-117.24831499999999"
8868,"34.021369,-117.10364399999999"
8869,"34.017132000000004,-117.096875"
8870,"34.045715,-117.310355"
8871,"34.178215,-117.44075900000001"
8872,"34.26112,-116.845592"
8873,"33.896766,-117.48406299999999"
8874,"33.695017,-117.34081299999998"
8875,"34.128614,-117.25281000000001"
8876,"34.140178999999996,-117.316809"
8877,"33.844507,-117.285095"
8878,"33.988503,-117.225342"
8879,"34.079654,-117.278622"
8880,"34.067167,-117.429106"
8881,"33.883792,-117.583091"
8882,"34.060742,-117.175827"
8883,"34.019408,-117.494474"
8884,"33.672756,-117.39795900000001"
8885,"34.337181,-117.480057"
8886,"34.136275,-117.427978"
8887,"34.136219,-117.483732"
8888,"34.143064,-117.25246100000001"
8889,"34.135921,-117.39991699999999"
8890,"34.099268,-117.493141"
8891,"33.93931,-117.199404"
8892,"34.109305,-117.528745"
8893,"33.975586,-117.35715800000001"
8894,"34.044559,-117.396344"
8895,"33.874675,-117.52875300000001"
8896,"34.065653999999995,-117.49343400000001"
8897,"33.938412,-117.541174"
8898,"33.819314,-117.199964"
8899,"34.018694,-117.742667"
8900,"34.052644,-116.963826"
8901,"33.783884,-117.216224"
8902,"33.978211,-117.371401"
8903,"34.030317,-117.650875"
8904,"33.83715,-117.29489299999999"
8905,"34.063105,-117.418204"
8906,"33.825425,-117.18249399999999"
8907,"34.268377,-117.45446000000001"
8908,"33.793224,-117.349876"
8909,"34.051602,-117.396367"
8910,"34.066553000000006,-117.252137"
8911,"33.7487,-117.45216299999998"
8912,"33.801045,-117.27436000000002"
8913,"34.087449,-117.650903"
8914,"33.949740000000006,-117.385899"
8915,"33.939884,-117.291172"
8916,"34.380309999999994,-117.56406100000001"
8917,"34.213727,-117.45574599999999"
8918,"34.180824,-117.43641000000001"
8919,"34.181253000000005,-118.168899"
8920,"34.019935,-118.123108"
8921,"33.952203999999995,-118.043848"
8922,"34.077564,-118.229134"
8923,"34.067097,-118.461533"
8924,"33.850021000000005,-118.218949"
8925,"33.931721,-118.04883400000001"
8926,"33.977135,-118.386517"
8927,"34.139117999999996,-117.246416"
8928,"33.904183,-117.560116"
8929,"33.92597,-118.23896299999998"
8930,"34.208335,-118.57100200000001"
8931,"34.276628,-118.38981299999999"
8932,"34.173311,-118.58820800000001"
8933,"34.067293,-118.449706"
8934,"33.799679,-118.11179299999999"
8935,"34.072313,-118.080786"
8936,"34.027091,-118.27667199999999"
8937,"33.972592,-117.89731499999999"
8938,"34.776472999999996,-118.273873"
8939,"34.085364,-118.329904"
8940,"33.858343,-118.309279"
8941,"34.072369,-118.076047"
8942,"34.458602,-118.620952"
8943,"34.587212,-118.147461"
8944,"34.114186,-118.251223"
8945,"33.986661,-118.169678"
8946,"33.91039,-118.17941200000001"
8947,"34.453433000000004,-118.61572"
8948,"33.994786,-118.169353"
8949,"33.884623,-118.22123700000002"
8950,"34.039654999999996,-117.988766"
8951,"34.282678999999995,-118.41532"
8952,"33.903569,-118.194969"
8953,"33.909255,-118.104895"
8954,"33.887384000000004,-118.333403"
8955,"33.923885999999996,-118.36873"
8956,"34.01075,-118.15895900000001"
8957,"34.005796000000004,-118.176023"
8958,"34.667815000000004,-117.82746999999999"
8959,"34.007887,-117.95315900000001"
8960,"33.862811,-118.326672"
8961,"34.059393,-118.24548300000001"
8962,"34.107688,-118.18606399999999"
8963,"34.029921,-118.16909"
8964,"34.071533,-118.27189299999999"
8965,"34.17208,-118.532122"
8966,"34.169768,-118.29448700000002"
8967,"34.145009,-118.261778"
8968,"34.148136,-118.070926"
8969,"33.814203000000006,-118.17196399999999"
8970,"33.996525,-118.26958700000002"
8971,"34.301696,-118.42185500000001"
8972,"34.129243,-118.08171599999999"
8973,"33.988229,-118.26954099999999"
8974,"34.221652,-118.41438000000001"
8975,"33.81895,-118.290198"
8976,"33.87693,-118.186178"
8977,"34.145688,-118.16564"
8978,"33.921578000000004,-118.202036"
8979,"33.88739,-118.32660200000001"
8980,"34.522121000000006,-118.262266"
8981,"34.340849,-118.34886499999999"
8982,"33.935497,-118.296233"
8983,"33.919312,-117.988777"
8984,"33.913177000000005,-118.14571699999999"
8985,"34.514425,-118.23790100000001"
8986,"34.272031,-118.428427"
8987,"33.794692,-118.290829"
8988,"34.012558,-117.344743"
8989,"33.929808,-118.368531"
8990,"34.173072,-117.67688400000002"
8991,"34.072084999999994,-117.911456"
8992,"34.066669,-118.27029399999999"
8993,"33.587531,-117.73338000000001"
8994,"33.565182,-117.643575"
8995,"33.770949,-117.73884199999999"
8996,"33.810275,-117.83060800000001"
8997,"33.629366,-117.729896"
8998,"34.138108,-118.42362800000001"
8999,"34.231588,-118.46748500000001"
9000,"33.940927,-117.232678"
9001,"34.234561,-118.296194"
9002,"33.877356,-118.28536100000001"
9003,"33.984187,-118.282643"
9004,"34.394421,-118.58681999999999"
9005,"34.275527000000004,-118.471034"
9006,"34.283538,-118.468675"
9007,"33.540283,-117.626874"
9008,"34.267983,-118.635698"
9009,"34.068534,-118.15127"
9010,"34.138231,-118.724535"
9011,"34.243532,-117.028172"
9012,"33.663724,-117.38533400000001"
9013,"33.864185,-118.284829"
9014,"34.426786,-118.425425"
9015,"34.437518,-118.26703899999998"
9016,"34.437855,-118.336122"
9017,"33.896496,-118.27855"
9018,"34.0586,-118.45430800000001"
9019,"33.841986999999996,-118.29385500000001"
9020,"34.032405,-118.221819"
9021,"34.07636,-118.27813799999998"
9022,"33.753769,-118.29104699999999"
9023,"33.971258,-118.08026699999999"
9024,"34.204045,-117.80893400000001"
9025,"33.890157,-118.40965200000001"
9026,"33.891207,-118.409306"
9027,"34.034913,-118.175226"
9028,"34.401486,-118.595576"
9029,"34.015913,-118.476169"
9030,"34.034803000000004,-118.173346"
9031,"34.030781,-118.217904"
9032,"33.936192,-118.046571"
9033,"33.950907,-118.30025"
9034,"34.032740999999994,-118.26403400000001"
9035,"33.923106,-118.20550300000001"
9036,"34.047396,-118.175205"
9037,"34.320221999999994,-118.493402"
9038,"34.062625,-118.164797"
9039,"34.049875,-118.222479"
9040,"34.137172,-118.361875"
9041,"33.832506,-118.216682"
9042,"34.009767,-117.858875"
9043,"34.097062,-118.599792"
9044,"33.839928,-118.285973"
9045,"34.366219,-117.653379"
9046,"33.923705,-118.26954199999999"
9047,"33.824366999999995,-118.28723600000001"
9048,"34.142434,-117.329175"
9049,"34.016146,-118.373825"
9050,"34.24498,-117.238782"
9051,"34.201113,-118.4662"
9052,"34.073173,-118.465701"
9053,"33.99723,-117.932046"
9054,"33.952233,-118.229828"
9055,"34.062632,-118.073101"
9056,"34.623912,-117.813773"
9057,"33.885245,-118.19037"
9058,"34.092595,-118.28051799999999"
9059,"34.060919,-118.165299"
9060,"34.732853000000006,-118.290128"
9061,"34.063101,-118.216029"
9062,"34.430448,-118.588932"
9063,"34.500534,-118.228371"
9064,"34.427088,-118.53709599999999"
9065,"34.207721,-118.217611"
9066,"34.066761,-117.446205"
9067,"34.049636,-117.99666"
9068,"34.153696999999994,-118.34161399999999"
9069,"33.884584000000004,-118.02716000000001"
9070,"34.003781,-118.27833400000002"
9071,"34.137946,-118.363367"
9072,"33.970981,-118.30028999999999"
9073,"34.087398,-118.003553"
9074,"35.133008000000004,-118.418811"
9075,"33.974725,-118.23951799999999"
9076,"33.931017,-118.297859"
9077,"33.953247,-118.230084"
9078,"34.001803,-118.371528"
9079,"33.913371999999995,-118.119873"
9080,"34.067513,-117.533538"
9081,"33.931387,-116.82459399999999"
9082,"34.037186,-117.396026"
9083,"33.916387,-118.367076"
9084,"34.067403999999996,-117.536731"
9085,"34.077683,-117.409527"
9086,"34.028836,-118.02585400000001"
9087,"34.271654,-117.202092"
9088,"34.001673,-117.724998"
9089,"34.240419,-117.21586699999999"
9090,"34.135822999999995,-117.23631200000001"
9091,"34.148695000000004,-117.23496399999999"
9092,"33.841238,-117.524235"
9093,"33.938528999999996,-117.13418600000001"
9094,"34.058269,-117.170654"
9095,"34.072301,-117.614303"
9096,"34.065529,-117.200177"
9097,"34.063158,-117.396402"
9098,"34.308370000000004,-117.470548"
9099,"34.135863,-117.261099"
9100,"33.883672,-117.530477"
9101,"34.075981,-117.54469399999999"
9102,"34.141882,-117.317824"
9103,"34.044548,-117.400749"
9104,"34.024159000000004,-117.55840800000001"
9105,"34.269234000000004,-116.848753"
9106,"34.06691,-117.51288400000001"
9107,"34.133369,-117.230369"
9108,"34.033462,-117.70686599999999"
9109,"34.066719,-117.243602"
9110,"33.876768,-117.529407"
9111,"34.039175,-117.284275"
9112,"34.086915999999995,-117.686249"
9113,"34.077201,-117.52402099999999"
9114,"34.159428000000005,-117.337364"
9115,"34.157422,-117.33546100000001"
9116,"34.128575,-117.243648"
9117,"34.136278000000004,-117.42863999999999"
9118,"34.065913,-117.49218"
9119,"33.858228999999994,-117.326929"
9120,"33.858204,-117.331329"
9121,"33.953664,-117.383802"
9122,"34.018104,-117.533929"
9123,"33.905568,-118.33076399999999"
9124,"33.639315,-117.861345"
9125,"33.778328,-117.864975"
9126,"33.861975,-118.30913100000001"
9127,"34.010917,-118.29009099999999"
9128,"34.436595000000004,-118.491083"
9129,"33.692561,-117.86769"
9130,"34.277840000000005,-118.507974"
9131,"34.064567,-118.00476699999999"
9132,"34.020682,-118.278168"
9133,"34.086944,-118.234444"
9134,"34.113057,-117.918008"
9135,"33.545239,-117.629148"
9136,"33.837291,-117.876208"
9137,"33.670749,-117.82611200000001"
9138,"33.813921,-117.75858400000001"
9139,"33.60709,-117.69478500000001"
9140,"33.564257,-117.82595800000001"
9141,"33.867045000000005,-117.71163100000001"
9142,"33.708559,-117.95803400000001"
9143,"33.707844,-117.717767"
9144,"33.860395000000004,-118.03813500000001"
9145,"33.874939000000005,-117.750949"
9146,"33.775832,-117.835815"
9147,"33.873366,-118.007874"
9148,"33.714987,-117.788197"
9149,"33.75973,-117.82978100000001"
9150,"33.853802,-117.884852"
9151,"33.718812,-117.792809"
9152,"33.721633000000004,-117.838925"
9153,"33.608272,-117.69745400000001"
9154,"33.868406,-117.728602"
9155,"33.659521999999996,-117.587126"
9156,"33.667559999999995,-117.566337"
9157,"33.56369,-117.825253"
9158,"33.856125,-118.00289199999999"
9159,"33.591924,-117.69893400000001"
9160,"33.671601,-117.829573"
9161,"33.9136,-118.116681"
9162,"33.982977000000005,-118.358488"
9163,"34.043287,-118.171392"
9164,"34.033382,-118.15862800000001"
9165,"33.976483,-118.172749"
9166,"33.65695,-117.86748200000001"
9167,"34.063459,-118.24743500000001"
9168,"34.081496,-118.294299"
9169,"34.022076,-118.169211"
9170,"34.071928,-118.08439299999999"
9171,"33.823003,-118.08136"
9172,"33.974604,-117.891713"
9173,"33.974721,-118.237715"
9174,"33.926759999999994,-118.02893999999999"
9175,"34.069476,-118.14971899999999"
9176,"33.908546,-118.18036200000002"
9177,"33.929531,-117.98545700000001"
9178,"34.035228000000004,-118.171769"
9179,"33.810383,-118.081304"
9180,"33.90213,-118.193832"
9181,"34.072067,-117.91218500000001"
9182,"34.054226,-118.23997299999999"
9183,"34.05397,-118.235124"
9184,"34.002342,-118.06593400000001"
9185,"34.019671,-118.28133899999999"
9186,"34.009322,-117.96338700000001"
9187,"34.233944,-118.47283600000002"
9188,"34.023933,-118.153006"
9189,"34.071934999999996,-118.10711"
9190,"34.019701,-118.192259"
9191,"34.038144,-118.30028899999999"
9192,"34.036944,-118.16988700000002"
9193,"34.010187,-117.88695700000001"
9194,"33.858261,-118.327941"
9195,"34.136132,-117.95165700000001"
9196,"34.001388,-118.437945"
9197,"33.898301000000004,-118.332949"
9198,"33.800801,-118.128192"
9199,"34.180303,-118.18369299999999"
9200,"34.208655,-118.226097"
9201,"34.220331,-118.56227700000001"
9202,"34.033153999999996,-118.194951"
9203,"33.912552000000005,-118.265276"
9204,"34.033992,-118.19690200000001"
9205,"34.017441,-118.05201100000001"
9206,"33.988018,-118.35423200000001"
9207,"34.145005,-118.167551"
9208,"34.025503,-118.172173"
9209,"33.977793,-118.05558500000001"
9210,"34.009836,-117.90903600000001"
9211,"34.080165,-118.225974"
9212,"33.943106,-118.09776200000002"
9213,"34.006303,-118.155046"
9214,"33.932882,-118.358805"
9215,"33.975413,-118.066884"
9216,"33.946540999999996,-118.22857900000001"
9217,"34.081828,-117.702656"
9218,"33.8698,-117.64573200000001"
9219,"34.187034000000004,-117.35539299999999"
9220,"34.059781,-117.689783"
9221,"34.123946999999994,-117.30246799999999"
9222,"33.836126,-117.53235900000001"
9223,"34.068603,-117.345817"
9224,"34.00204,-117.233373"
9225,"34.134907,-117.59858600000001"
9226,"34.085821,-117.112224"
9227,"34.241136,-117.070098"
9228,"33.886485,-117.505825"
9229,"34.055133000000005,-118.22005800000001"
9230,"34.030846999999994,-118.21785"
9231,"34.154431,-118.652119"
9232,"33.860278,-118.39173000000001"
9233,"34.060386,-117.39791399999999"
9234,"34.316234,-118.490049"
9235,"34.073577,-117.99900500000001"
9236,"33.901953000000006,-118.27838100000001"
9237,"33.999722999999996,-118.26521899999999"
9238,"34.426509,-117.47515"
9239,"33.878335,-118.15129099999999"
9240,"34.056925,-118.63844099999999"
9241,"33.952694,-118.369395"
9242,"34.039086,-118.224088"
9243,"34.038013,-118.22361599999999"
9244,"34.191871,-118.33908400000001"
9245,"33.989183000000004,-117.84298500000001"
9246,"34.022431,-118.42645900000001"
9247,"34.168151,-118.58345700000001"
9248,"34.008711,-118.13533000000001"
9249,"34.070675,-118.269291"
9250,"33.924649,-117.98549399999999"
9251,"33.932891999999995,-118.34389399999999"
9252,"33.931932,-118.34389499999999"
9253,"34.02936,-118.34957299999999"
9254,"34.025519,-118.348353"
9255,"33.695271999999996,-117.693533"
9256,"34.172117,-118.387752"
9257,"33.88584,-118.028846"
9258,"34.099358,-117.828988"
9259,"34.056675,-118.176869"
9260,"34.128263000000004,-118.064866"
9261,"34.02217,-118.16571499999999"
9262,"33.788740000000004,-118.27491599999999"
9263,"33.802549,-118.11813000000001"
9264,"34.469859,-118.11456799999999"
9265,"34.419905,-118.423651"
9266,"34.377525,-117.73128999999999"
9267,"34.140456,-118.073398"
9268,"33.992511,-118.455605"
9269,"34.004837,-118.431164"
9270,"34.059061,-118.245496"
9271,"34.050619,-118.260048"
9272,"34.083333,-118.228204"
9273,"34.197533,-118.48365700000001"
9274,"34.262036,-118.438465"
9275,"33.775764,-117.872922"
9276,"34.191162,-118.14891399999999"
9277,"33.927709,-118.369615"
9278,"33.782593,-118.18068400000001"
9279,"34.142262,-118.07640900000001"
9280,"34.072796000000004,-117.755175"
9281,"33.917575,-118.05202299999999"
9282,"34.024187,-118.24711"
9283,"33.977298,-118.37012299999999"
9284,"34.521297,-117.972103"
9285,"34.043386,-118.19252900000001"
9286,"33.9146,-118.26524199999999"
9287,"34.109897,-118.08984"
9288,"34.206848,-118.40969199999999"
9289,"34.037032,-118.37751999999999"
9290,"34.02531,-118.19228999999999"
9291,"33.978115,-118.34286999999999"
9292,"34.121582000000004,-117.71839399999999"
9293,"34.242717,-118.588531"
9294,"33.925954,-118.24156599999999"
9295,"34.029284000000004,-118.201075"
9296,"34.00569,-117.96011499999999"
9297,"34.120082000000004,-117.782836"
9298,"33.774167999999996,-118.102966"
9299,"34.054514000000005,-118.238662"
9300,"33.942338,-118.09749199999999"
9301,"34.029559000000006,-117.974093"
9302,"34.004287,-118.14601100000002"
9303,"34.105506,-117.87733899999999"
9304,"33.995718,-117.874629"
9305,"34.032717,-118.22223600000001"
9306,"34.104032000000004,-118.31970600000001"
9307,"34.075347,-118.275296"
9308,"33.677824,-117.87591299999998"
9309,"33.554691,-117.80643"
9310,"33.714269,-117.93871399999999"
9311,"33.746727,-117.765331"
9312,"33.865998,-117.71132"
9313,"33.504568,-117.664198"
9314,"33.77205,-118.001745"
9315,"33.84475,-117.82981799999999"
9316,"34.239399,-117.294022"
9317,"34.145487,-117.295426"
9318,"34.041265,-117.28278200000001"
9319,"34.216138,-117.291967"
9320,"33.873698,-118.240632"
9321,"33.829803999999996,-117.833751"
9322,"33.758396000000005,-117.785779"
9323,"34.154238,-117.34858899999999"
9324,"33.543821,-117.67365500000001"
9325,"33.5431,-117.782604"
9326,"33.520733,-117.66504199999999"
9327,"34.019112,-117.50271000000001"
9328,"33.565290000000005,-117.62876399999999"
9329,"33.81157,-117.915403"
9330,"33.788646,-117.805704"
9331,"34.426909,-118.422573"
9332,"33.445101,-117.629663"
9333,"33.741092,-117.987377"
9334,"33.854483,-117.789424"
9335,"33.771411,-117.99853600000002"
9336,"33.68594,-117.864795"
9337,"34.181886999999996,-118.44870300000001"
9338,"34.068131,-118.260843"
9339,"34.095185,-118.30122800000001"
9340,"34.068393,-117.33892900000001"
9341,"34.195547,-118.60699299999999"
9342,"34.067036,-117.63896799999999"
9343,"34.79456,-118.847656"
9344,"34.069691999999996,-117.866887"
9345,"34.072428,-117.92769799999999"
9346,"33.87744,-118.21503999999999"
9347,"34.1817,-118.16880900000001"
9348,"33.932589,-118.36778799999999"
9349,"34.033444,-118.73960600000001"
9350,"33.878728,-118.10315200000001"
9351,"34.153148,-118.35805800000001"
9352,"34.034645000000005,-118.267036"
9353,"33.860817,-118.039169"
9354,"34.07385,-117.907629"
9355,"34.07177,-118.097827"
9356,"34.05435,-117.78200000000001"
9357,"34.333703,-118.50526699999999"
9358,"34.619308000000004,-118.71618400000001"
9359,"34.443334,-118.60821599999998"
9360,"34.124558,-117.91394299999999"
9361,"33.660788000000004,-117.580481"
9362,"34.067487,-117.591374"
9363,"33.931470000000004,-117.28906"
9364,"33.93915,-117.19118200000001"
9365,"34.138023,-117.240972"
9366,"34.038092999999996,-117.320008"
9367,"34.119792,-117.70709599999999"
9368,"34.018695,-117.50672"
9369,"34.030636,-117.655018"
9370,"34.12245,-117.512955"
9371,"33.941229,-117.39591399999999"
9372,"33.883029,-117.544711"
9373,"34.042632,-117.156107"
9374,"34.145571999999994,-117.307724"
9375,"34.087156,-117.68236599999999"
9376,"33.936733000000004,-117.121094"
9377,"33.62843,-114.539498"
9378,"34.724517999999996,-116.17433600000001"
9379,"33.775096000000005,-117.84971100000001"
9380,"34.087353,-117.68083999999999"
9381,"33.935313,-117.28998700000001"
9382,"34.055771,-117.32546200000002"
9383,"34.138416,-117.30266499999999"
9384,"34.136006,-117.30086299999999"
9385,"34.151762,-117.29288600000001"
9386,"34.135936,-117.302549"
9387,"34.121583,-117.71839399999999"
9388,"33.676113,-117.883444"
9389,"33.867165,-117.261793"
9390,"34.016208,-117.344007"
9391,"34.127546,-117.264781"
9392,"34.068963000000004,-117.34858899999999"
9393,"33.990852000000004,-117.35883999999999"
9394,"34.144548,-117.298926"
9395,"34.082284,-117.488945"
9396,"34.01793,-117.527194"
9397,"33.639994,-117.08478400000001"
9398,"34.030661,-117.605921"
9399,"34.311902,-117.47293400000001"
9400,"33.85566,-118.28325600000001"
9401,"34.19266,-118.32836299999998"
9402,"33.91263,-118.153548"
9403,"33.898517,-118.0557"
9404,"33.945537,-118.2795"
9405,"34.563428,-117.94821499999999"
9406,"34.182801,-118.30849099999999"
9407,"34.56515,-118.013901"
9408,"34.024443,-118.250519"
9409,"34.037271000000004,-118.377426"
9410,"34.150478,-118.28049299999999"
9411,"34.106981,-117.923819"
9412,"34.000737,-117.843704"
9413,"33.873307000000004,-118.26664"
9414,"34.120852,-117.87978999999999"
9415,"34.018904,-118.17491799999999"
9416,"33.959771,-118.282683"
9417,"33.87616,-117.869323"
9418,"34.01161,-118.14781200000002"
9419,"34.266684000000005,-118.445714"
9420,"34.265875,-118.46743000000001"
9421,"33.978395,-118.25641200000001"
9422,"34.055428000000006,-118.214228"
9423,"34.181034000000004,-118.553467"
9424,"34.049389,-118.26398600000002"
9425,"34.136389,-118.352407"
9426,"33.887526,-118.104487"
9427,"34.068068,-118.042286"
9428,"34.184578,-118.176093"
9429,"34.653059999999996,-118.16451799999999"
9430,"34.382003999999995,-118.58399399999999"
9431,"34.044363,-117.988529"
9432,"34.071684999999995,-118.13258"
9433,"33.94186,-118.304666"
9434,"33.933857,-118.30631299999999"
9435,"34.266203999999995,-118.55526100000002"
9436,"33.93326,-118.34713799999999"
9437,"34.050982,-118.006003"
9438,"33.990359999999995,-117.923644"
9439,"33.874176,-118.21453799999999"
9440,"33.874507,-118.21458999999999"
9441,"33.928869,-118.287677"
9442,"34.046572999999995,-118.34052"
9443,"34.073258,-118.46681000000001"
9444,"33.97424,-118.08023"
9445,"34.032823,-118.170878"
9446,"33.987421999999995,-117.88663600000001"
9447,"33.913638,-118.11227099999999"
9448,"34.046673999999996,-118.26846599999999"
9449,"34.323628,-118.46446999999999"
9450,"34.498115000000006,-117.738426"
9451,"33.990501,-117.925221"
9452,"34.095042,-118.31148200000001"
9453,"34.148608,-118.08670500000001"
9454,"34.138877,-118.60103799999999"
9455,"34.277675,-118.515247"
9456,"34.149407000000004,-118.455404"
9457,"34.390553000000004,-118.570201"
9458,"33.945479999999996,-118.294527"
9459,"33.930783,-118.37961100000001"
9460,"33.931267999999996,-118.401067"
9461,"34.161147,-118.83061299999999"
9462,"33.846666,-118.193807"
9463,"33.930741,-118.37941599999999"
9464,"34.159428000000005,-118.44869299999999"
9465,"34.03564,-118.291541"
9466,"34.173466999999995,-118.379799"
9467,"34.04838,-118.236102"
9468,"33.929462,-118.251732"
9469,"34.069256,-117.838774"
9470,"34.028038,-118.014152"
9471,"34.04255,-118.37638600000001"
9472,"33.882923,-118.326429"
9473,"34.747758000000005,-118.170212"
9474,"34.521043,-118.001131"
9475,"34.197084999999994,-118.324277"
9476,"33.940936,-118.34826899999999"
9477,"33.94533,-118.374959"
9478,"33.942818,-118.04754799999999"
9479,"34.651070000000004,-118.221199"
9480,"34.056601,-118.25313899999999"
9481,"34.651068,-118.222948"
9482,"33.97725,-118.373098"
9483,"34.032486,-118.147194"
9484,"34.248016,-118.19251200000001"
9485,"34.148512,-118.036093"
9486,"33.837084000000004,-118.260999"
9487,"33.766697,-118.20948600000001"
9488,"34.452642,-117.66133899999998"
9489,"34.179007,-118.165733"
9490,"33.978235999999995,-117.970656"
9491,"34.250011,-118.53608"
9492,"34.156766999999995,-118.254977"
9493,"34.064131,-118.25031399999999"
9494,"33.861312,-118.285164"
9495,"34.153976,-118.272342"
9496,"34.223025,-118.24873400000001"
9497,"34.242497,-118.42018600000002"
9498,"33.876959,-118.147975"
9499,"33.811743,-118.164651"
9500,"34.154354,-118.322273"
9501,"34.028926,-118.163673"
9502,"34.1359,-118.15406100000001"
9503,"34.064231,-118.25022"
9504,"34.034521000000005,-118.22463400000001"
9505,"33.969433,-118.103388"
9506,"33.889096,-118.225975"
9507,"33.984291999999996,-117.895247"
9508,"34.149919,-118.08810700000001"
9509,"33.868901,-118.19526499999999"
9510,"34.272768,-118.42823899999999"
9511,"34.153417,-118.81856100000002"
9512,"34.168795,-118.536048"
9513,"34.368387,-118.501884"
9514,"34.17203,-118.532458"
9515,"34.399881,-118.46004099999999"
9516,"33.982742,-118.05966799999999"
9517,"33.87677,-118.17191899999999"
9518,"33.928608000000004,-118.295897"
9519,"34.144578,-118.698081"
9520,"34.157612,-118.413775"
9521,"33.925433,-118.329457"
9522,"34.035552,-118.03036399999999"
9523,"34.075914000000004,-118.46884299999999"
9524,"33.813232,-118.167046"
9525,"34.071093,-118.000101"
9526,"33.971669,-118.225205"
9527,"34.01016,-118.26210400000001"
9528,"34.072145,-118.06673700000002"
9529,"34.105495,-118.184124"
9530,"34.136472,-117.45345400000001"
9531,"34.081449,-118.295791"
9532,"33.88929,-118.276068"
9533,"34.249970000000005,-118.42781299999999"
9534,"34.077809,-117.759795"
9535,"34.048790000000004,-118.251729"
9536,"34.270369,-118.431924"
9537,"34.244566999999996,-116.801828"
9538,"34.034527000000004,-118.22522"
9539,"34.099251,-117.476867"
9540,"34.135937,-117.28513500000001"
9541,"33.924679,-117.655378"
9542,"34.030609999999996,-117.62331"
9543,"33.677634000000005,-117.284806"
9544,"34.135744,-117.312279"
9545,"33.967293,-117.688905"
9546,"33.950722,-117.385543"
9547,"34.065033,-117.30811200000001"
9548,"33.968987,-117.376368"
9549,"34.029428,-117.32979499999999"
9550,"34.227734000000005,-117.40802099999999"
9551,"34.077535,-117.208774"
9552,"34.347809000000005,-117.47368200000001"
9553,"34.123411,-117.278778"
9554,"33.894214,-117.500933"
9555,"34.02905,-117.71551200000002"
9556,"34.010232,-117.069258"
9557,"33.886324,-118.18978"
9558,"34.121319,-117.27333899999999"
9559,"34.069732,-117.112647"
9560,"34.069674,-117.11046100000002"
9561,"33.991040000000005,-117.358965"
9562,"34.126503,-117.201544"
9563,"33.662181,-117.875"
9564,"34.051766,-117.160823"
9565,"33.685558,-117.872729"
9566,"33.80342,-117.50535900000001"
9567,"33.803013,-118.07438"
9568,"33.774333,-118.08878600000001"
9569,"33.800139,-117.89935700000001"
9570,"33.593466,-117.75975"
9571,"33.700959999999995,-117.859054"
9572,"33.779204,-117.874804"
9573,"33.638612,-117.72823799999999"
9574,"33.485633,-117.66621699999999"
9575,"33.600074,-117.680797"
9576,"33.664106,-117.798464"
9577,"33.544058,-117.632406"
9578,"33.759934,-117.83353600000001"
9579,"33.635275,-117.727029"
9580,"33.644147,-117.734858"
9581,"33.725583,-117.83326299999999"
9582,"33.668377,-117.753518"
9583,"33.628353999999995,-117.720059"
9584,"33.657282,-117.77762299999999"
9585,"33.584137,-117.72657199999999"
9586,"33.688132,-117.87133500000002"
9587,"33.444882,-117.63148500000001"
9588,"34.094642,-117.301753"
9589,"34.103266,-117.535598"
9590,"34.061675,-117.189912"
9591,"33.942808,-117.27971699999999"
9592,"34.222467,-117.403097"
9593,"34.030772,-117.328429"
9594,"34.08142,-117.70643999999999"
9595,"34.062556,-117.181683"
9596,"34.171817,-117.307753"
9597,"34.128947,-117.30313600000001"
9598,"34.068661,-117.366"
9599,"34.030198,-118.174006"
9600,"33.984469,-118.44264299999999"
9601,"34.073975,-118.464345"
9602,"33.967403999999995,-118.241024"
9603,"34.063402,-118.26303600000001"
9604,"33.877449,-118.14396"
9605,"33.802709,-118.13270700000001"
9606,"34.038195,-118.44123700000002"
