,0
16132,"34.148398,-118.162952"
16133,"34.047012,-118.090516"
16134,"34.003766999999996,-118.281544"
16135,"33.941638,-118.365727"
16136,"33.982521999999996,-118.071308"
16137,"34.703989,-118.169877"
16138,"33.927710999999995,-118.269525"
16139,"33.969846000000004,-118.273901"
16140,"34.217709,-118.40913"
16141,"33.996488,-117.985772"
16142,"34.088469,-118.236723"
16143,"34.689955,-118.032294"
16144,"34.037519,-117.937996"
16145,"34.015146,-118.162089"
16146,"34.155464,-118.24574799999999"
16147,"34.10393,-118.33018899999999"
16148,"34.054867,-118.185657"
16149,"34.034218,-118.221797"
16150,"34.393532,-118.571265"
16151,"34.358938,-118.55411799999999"
16152,"33.884351,-118.18183"
16153,"33.97429,-118.22593400000001"
16154,"34.022180999999996,-118.198252"
16155,"34.019375,-118.152381"
16156,"33.993858,-117.9644"
16157,"34.086316,-117.90768899999999"
16158,"33.785646,-118.304754"
16159,"34.071632,-118.431807"
16160,"34.660331,-118.147777"
16161,"34.153217,-118.275098"
16162,"34.036947999999995,-118.17016000000001"
16163,"34.034040999999995,-117.76956299999999"
16164,"34.050358,-117.925579"
16165,"34.594457,-117.70246000000002"
16166,"33.825036,-118.242038"
16167,"33.995381,-117.981498"
16168,"34.031647,-118.18633999999999"
16169,"33.692433,-117.86804199999999"
16170,"34.045894,-118.27101100000002"
16171,"33.999408,-117.887983"
16172,"34.072012,-118.06815900000001"
16173,"34.227672999999996,-118.476398"
16174,"33.999322,-118.28066799999999"
16175,"33.932069,-118.00081999999999"
16176,"34.212656,-118.21773300000001"
16177,"34.058991999999996,-118.247423"
16178,"33.916395,-118.362909"
16179,"33.797832,-118.29481200000001"
16180,"34.053222999999996,-118.249321"
16181,"34.057158,-117.803855"
16182,"34.043304,-118.273974"
16183,"34.157665,-118.291261"
16184,"33.776478000000004,-118.24070400000001"
16185,"34.051813,-118.09407900000001"
16186,"33.924008,-118.09426200000001"
16187,"34.047394,-118.270129"
16188,"34.095064,-118.474981"
16189,"34.037989,-118.317682"
16190,"34.102627000000005,-118.69796399999998"
16191,"34.095978,-117.91978"
16192,"33.861944,-117.818448"
16193,"33.718323999999996,-117.79307"
16194,"33.773499,-117.81090800000001"
16195,"33.818008,-117.87418999999998"
16196,"33.912643,-117.88304199999999"
16197,"33.870912,-117.73765900000001"
16198,"34.028783000000004,-118.21276399999999"
16199,"34.14775,-118.08523500000001"
16200,"34.028896,-118.21611899999999"
16201,"34.412178999999995,-118.57808999999999"
16202,"33.986018,-118.280369"
16203,"33.876242,-118.189328"
16204,"33.778721999999995,-117.830432"
16205,"33.64967,-117.861699"
16206,"33.746662,-117.76494199999999"
16207,"33.856046,-118.01699199999999"
16208,"33.846908,-117.95753899999998"
16209,"33.750068,-117.91580400000001"
16210,"33.890778999999995,-117.82429499999999"
16211,"33.719068,-117.90286100000002"
16212,"33.860026,-118.295895"
16213,"33.873626,-118.24323100000001"
16214,"34.08554,-118.245202"
16215,"34.059692999999996,-118.61648999999998"
16216,"33.764264000000004,-118.222803"
16217,"34.134974,-117.984245"
16218,"34.040508,-118.189242"
16219,"34.037639,-118.192419"
16220,"34.039891,-118.323626"
16221,"34.036953000000004,-118.16696200000001"
16222,"34.124142,-118.067899"
16223,"34.018576,-117.91996699999999"
16224,"33.982228000000006,-117.899212"
16225,"34.045678,-118.21548200000001"
16226,"33.941248,-118.291896"
16227,"34.104471000000004,-117.85683799999998"
16228,"34.043048999999996,-118.21961"
16229,"34.117861,-117.864451"
16230,"34.046696000000004,-118.241013"
16231,"34.081707,-118.25959099999999"
16232,"33.874734000000004,-118.13388300000001"
16233,"33.993481,-117.869901"
16234,"33.91639,-118.364175"
16235,"33.931104,-118.38323999999999"
16236,"34.243069,-118.511183"
16237,"34.182084,-118.128579"
16238,"34.183693,-118.13158600000001"
16239,"34.16486,-118.440826"
16240,"34.171089,-118.521852"
16241,"33.977576,-118.064784"
16242,"34.118963,-118.78154199999999"
16243,"34.14695,-118.76088999999999"
16244,"34.19395,-118.402351"
16245,"34.616685,-117.93403899999998"
16246,"33.961611,-118.36926399999999"
16247,"33.976701,-118.25551899999999"
16248,"33.973905,-118.05501799999999"
16249,"34.123652,-117.977512"
16250,"33.846722,-118.21223"
16251,"33.94253,-118.36571699999999"
16252,"34.616523,-117.85796100000002"
16253,"34.050071,-117.99736299999999"
16254,"34.036992,-118.304976"
16255,"34.690129,-117.98678999999998"
16256,"34.057656,-118.189981"
16257,"33.999742,-118.179324"
16258,"34.319483,-118.48431399999998"
16259,"34.20176,-118.219485"
16260,"34.027878,-117.796722"
16261,"34.016251000000004,-118.042133"
16262,"34.015843,-118.040608"
16263,"34.032311,-118.26755"
16264,"33.900984,-118.417794"
16265,"33.94555,-117.86916000000001"
16266,"34.017126,-118.17419699999999"
16267,"34.020123999999996,-118.210429"
16268,"34.630818,-118.21876599999999"
16269,"34.055132,-118.27906399999999"
16270,"33.859943,-118.309049"
16271,"34.055607,-117.978728"
16272,"34.132351,-117.96849399999999"
16273,"34.011827000000004,-117.965572"
16274,"33.937298,-118.29190700000001"
16275,"34.004870000000004,-118.33473899999998"
16276,"33.903591999999996,-118.19174699999999"
16277,"34.064468,-117.797523"
16278,"33.997208,-117.96711200000001"
16279,"34.114284999999995,-117.915002"
16280,"33.856182000000004,-118.219895"
16281,"34.121108,-118.267118"
16282,"33.90665,-118.27399199999999"
16283,"33.920997,-118.366023"
16284,"33.848546,-118.22566200000001"
16285,"34.150366999999996,-118.37472199999999"
16286,"33.923609,-118.39085"
16287,"34.152203,-118.349597"
16288,"34.139768,-117.96170500000001"
16289,"34.024723,-118.411597"
16290,"34.135031,-117.98214399999999"
16291,"33.912283,-118.278346"
16292,"34.439192999999996,-118.28615400000001"
16293,"34.106747,-117.86378300000001"
16294,"33.720562,-116.19668600000001"
16295,"33.960893,-117.024672"
16296,"34.055492,-116.570975"
16297,"34.049382,-118.25811200000001"
16298,"33.988834999999995,-118.38676799999999"
16299,"34.015281,-117.913151"
16300,"33.950161,-118.27386299999999"
16301,"34.066720000000004,-117.243656"
16302,"34.247572999999996,-117.25847900000001"
16303,"33.805965,-117.22266599999999"
16304,"34.121346,-117.370391"
16305,"34.063132,-117.40948"
16306,"34.069596999999995,-117.24970400000001"
16307,"34.1366,-117.49205900000001"
16308,"34.262817,-117.22213300000001"
16309,"34.182596000000004,-117.435515"
16310,"33.83977,-117.10856100000001"
16311,"34.066163,-117.325029"
16312,"34.048475,-117.392007"
16313,"34.157862,-117.34680800000001"
16314,"34.273688,-117.171028"
16315,"34.166774,-117.182266"
16316,"34.136026,-117.31281100000001"
16317,"33.980338,-117.369629"
16318,"33.958183,-117.378446"
16319,"34.063107,-117.41742099999999"
16320,"34.055896000000004,-117.407051"
16321,"34.157247999999996,-117.335282"
16322,"33.960091,-117.61085800000001"
16323,"33.931053000000006,-117.555985"
16324,"34.071115999999996,-117.26111100000001"
16325,"34.134781,-117.656198"
16326,"34.112457,-117.341951"
16327,"33.865579,-118.325011"
16328,"34.054081,-118.212543"
16329,"33.980337,-118.4592"
16330,"34.365983,-118.506679"
16331,"34.044378,-118.18616499999999"
16332,"34.689853,-117.738473"
16333,"34.690172,-117.67587900000001"
16334,"34.071721999999994,-117.891449"
16335,"34.095858,-117.92270800000001"
16336,"34.236504,-118.238657"
16337,"34.053651,-117.9686"
16338,"33.932146,-118.230383"
16339,"34.160575,-118.13247199999999"
16340,"34.00809,-117.970786"
16341,"33.948531,-118.244495"
16342,"34.595017,-118.711272"
16343,"33.935323,-118.03945"
16344,"33.782934000000004,-117.897147"
16345,"33.781425,-117.943377"
16346,"33.869182,-117.674031"
16347,"33.788925,-117.88735"
16348,"33.586518,-117.70401799999999"
16349,"33.522182,-117.616317"
16350,"33.716119,-117.876674"
16351,"33.74463,-117.99148100000001"
16352,"33.643606,-117.735826"
16353,"33.774082,-118.04773200000001"
16354,"33.963075,-118.118648"
16355,"34.116017,-117.82396200000001"
16356,"33.763896,-117.83110500000001"
16357,"33.704499,-117.780924"
16358,"33.568951,-117.641507"
16359,"33.781519,-117.881716"
16360,"33.791591,-117.88996200000001"
16361,"33.750201000000004,-117.984225"
16362,"33.787881,-117.870496"
16363,"33.624241999999995,-117.716545"
16364,"33.848940999999996,-117.856031"
16365,"33.85102,-117.837924"
16366,"34.631071999999996,-118.152983"
16367,"34.033314000000004,-118.16206899999999"
16368,"34.070213,-117.47700900000001"
16369,"34.030263,-117.62404699999999"
16370,"33.878164,-117.508293"
16371,"34.018029999999996,-117.524607"
16372,"34.071762,-117.575649"
16373,"34.067516,-117.59789099999999"
16374,"34.227491,-117.09491200000001"
16375,"34.351776,-116.84673799999999"
16376,"33.877776000000004,-117.51906799999999"
16377,"33.768968,-117.4971"
16378,"33.927171,-117.288835"
16379,"33.822633,-117.287602"
16380,"34.020677,-117.33892900000001"
16381,"33.970987,-117.37508799999999"
16382,"34.263058,-116.907598"
16383,"34.216995000000004,-117.28954099999999"
16384,"33.733389,-117.308198"
16385,"34.145526000000004,-117.285081"
16386,"35.042603,-114.68398400000001"
16387,"34.091974,-117.484233"
16388,"34.183528,-117.17025600000001"
16389,"34.074984,-117.13616100000002"
16390,"32.804803,-117.15086200000002"
16391,"34.193622,-117.278369"
16392,"34.139665,-117.334226"
16393,"34.006096,-117.50280900000001"
16394,"33.98287,-117.876998"
16395,"33.931265,-117.993175"
16396,"34.012271000000005,-117.82099299999999"
16397,"34.053878000000005,-118.17272"
16398,"34.188081,-118.17892900000001"
16399,"34.624311,-118.719489"
16400,"34.028434000000004,-118.23900400000001"
16401,"34.106306,-117.53150500000001"
16402,"33.568212,-117.210439"
16403,"34.726756,-117.46281599999999"
16404,"34.087144,-117.670046"
16405,"33.953786,-118.2695"
16406,"33.800994,-118.22162900000001"
16407,"34.204867,-117.102373"
16408,"34.244556,-117.322551"
16409,"34.092244,-117.396423"
16410,"33.94425,-117.391728"
16411,"33.905045,-117.45940800000001"
16412,"34.121353000000006,-117.514521"
16413,"34.426511,-118.42058200000001"
16414,"34.172164,-118.38543899999999"
16415,"34.087592,-117.646091"
16416,"34.0624,-118.171421"
16417,"34.018122,-118.284646"
16418,"34.033414,-118.14562600000001"
16419,"34.238711,-118.416173"
16420,"34.492046,-117.94039199999999"
16421,"34.041405,-118.027824"
16422,"34.042666,-118.02626299999999"
16423,"33.998756,-118.282676"
16424,"34.234396999999994,-118.28470800000001"
16425,"33.871834,-118.265973"
16426,"34.055479999999996,-117.980556"
16427,"33.925643,-118.02401"
16428,"34.246435999999996,-118.47081899999999"
16429,"34.207951,-118.227966"
16430,"34.056216,-118.452651"
16431,"34.034622,-118.366227"
16432,"34.197091,-118.158924"
16433,"34.077425,-118.280996"
16434,"34.177611,-117.676624"
16435,"34.038514,-118.28113700000002"
16436,"33.928179,-117.99434099999999"
16437,"33.909161,-118.28639"
16438,"34.119003,-118.16315300000001"
16439,"34.281512,-118.71673100000001"
16440,"33.916178,-118.273853"
16441,"33.91643,-118.302325"
16442,"34.143999,-118.15521899999999"
16443,"34.037956,-118.079499"
16444,"34.747972,-118.144526"
16445,"33.935472,-118.352695"
16446,"34.033035,-118.153057"
16447,"34.016495,-118.15951499999998"
16448,"33.964853000000005,-118.38568799999999"
16449,"34.050343,-117.949343"
16450,"34.440923,-118.625178"
16451,"34.166598,-118.431233"
16452,"34.168855,-118.59418400000001"
16453,"33.904365000000006,-118.184707"
16454,"34.442714,-118.476744"
16455,"34.561572,-118.40140900000002"
16456,"33.916432,-118.33843999999999"
16457,"34.033101,-118.22134199999999"
16458,"34.061296999999996,-117.929772"
16459,"33.946642,-118.03586100000001"
16460,"33.994312,-118.355465"
16461,"34.030589,-118.167999"
16462,"34.40459,-118.45093899999999"
16463,"34.172160999999996,-118.391029"
16464,"34.003805,-118.275764"
16465,"33.931691,-118.0639"
16466,"33.937953,-118.098519"
16467,"34.193732000000004,-118.60583000000001"
16468,"33.970264,-118.356788"
16469,"34.069086,-117.808205"
16470,"33.987292,-118.060142"
16471,"33.858467,-118.21954299999999"
16472,"33.797863,-118.29914199999999"
16473,"34.054649,-118.284226"
16474,"34.038365,-117.934404"
16475,"34.079531,-119.028003"
16476,"34.130765000000004,-118.073103"
16477,"34.067884,-117.835994"
16478,"34.057044,-118.63833000000001"
16479,"33.977542,-118.219026"
16480,"33.917158,-118.101285"
16481,"33.741969,-118.310056"
16482,"34.179378,-118.46616200000001"
16483,"33.996637,-117.946671"
16484,"34.019757,-118.154251"
16485,"33.942637,-118.114225"
16486,"33.8711,-118.10068100000001"
16487,"33.89841,-118.21708799999999"
16488,"34.107664,-118.254356"
16489,"33.818345,-118.28963"
16490,"34.139685,-117.95566699999999"
16491,"33.814051,-118.17406899999999"
16492,"34.028008,-118.209014"
16493,"34.681535,-118.78326000000001"
16494,"33.980678000000005,-118.423775"
16495,"34.106901,-117.93426799999999"
16496,"33.767403,-117.837929"
16497,"34.15463,-118.28856499999999"
16498,"33.727623,-117.64993500000001"
16499,"33.653784,-117.77056599999999"
16500,"33.834317999999996,-117.936154"
16501,"33.776069,-117.772865"
16502,"33.702379,-117.85393899999998"
16503,"33.781424,-117.74882"
16504,"33.689413,-117.870379"
16505,"33.800188,-118.071976"
16506,"33.858776,-117.876492"
16507,"33.734035,-117.814856"
16508,"33.691769,-117.86768300000001"
16509,"33.780871000000005,-117.80153200000001"
16510,"33.830433,-117.876244"
16511,"33.434877,-117.624323"
16512,"33.82496,-117.71716299999999"
16513,"33.856353999999996,-117.97663"
16514,"34.175656,-118.85316599999999"
16515,"33.872661,-118.286491"
16516,"34.316244,-119.293797"
16517,"33.635294,-117.60243"
16518,"34.040137,-117.998999"
16519,"33.978378,-118.08778400000001"
16520,"34.032579,-118.274772"
16521,"34.056327,-118.201773"
16522,"33.94231,-118.296196"
16523,"34.025313,-118.187418"
16524,"34.079871999999995,-118.255375"
16525,"33.883567,-118.218428"
16526,"34.025366,-118.23866000000001"
16527,"33.926790999999994,-118.246246"
16528,"34.081869,-118.220358"
16529,"33.926809000000006,-118.246246"
16530,"34.106605,-117.85022"
16531,"34.106747999999996,-117.85506000000001"
16532,"33.975493,-117.95658700000001"
16533,"34.018535,-117.91982800000001"
16534,"33.894969,-118.19114099999999"
16535,"33.917041999999995,-118.049768"
16536,"34.3325,-117.520077"
16537,"34.720914,-115.679002"
16538,"34.910809,-116.80839099999999"
16539,"35.263682,-116.077249"
16540,"33.683855,-115.248478"
16541,"34.041292999999996,-117.15539199999999"
16542,"34.376484999999995,-117.555398"
16543,"33.960559,-117.317123"
16544,"33.795426,-116.503616"
16545,"33.824321999999995,-117.12833300000001"
16546,"33.796563,-117.500541"
16547,"34.028964,-117.71569699999999"
16548,"34.048534000000004,-117.714316"
16549,"34.080566,-117.47556999999999"
16550,"33.746121,-117.453147"
16551,"33.993190999999996,-117.67352"
16552,"34.347741,-117.470689"
16553,"34.063762,-117.27589099999999"
16554,"34.061932,-117.674691"
16555,"34.00519,-117.245985"
16556,"33.829952,-117.285152"
16557,"34.013306,-117.331925"
16558,"34.136599,-117.50196799999999"
16559,"34.063115,-117.413845"
16560,"34.129234999999994,-117.30311"
16561,"34.048389,-117.38766899999999"
16562,"33.748828,-117.189435"
16563,"34.359386,-117.43598899999999"
16564,"34.061681,-117.188974"
16565,"34.146726,-117.237825"
16566,"34.047638,-117.393455"
16567,"33.87412,-117.543201"
16568,"34.347736,-117.52586299999999"
16569,"34.344756,-117.454829"
16570,"34.002728000000005,-117.23755200000001"
16571,"34.118905,-117.302927"
16572,"33.851869,-117.27019399999999"
16573,"34.066936,-117.55938700000002"
16574,"34.164803000000006,-117.6734"
16575,"34.173617,-117.67641599999999"
16576,"34.152169,-117.24715400000001"
16577,"33.909175,-118.274072"
16578,"34.156165,-118.24181499999999"
16579,"34.074738,-118.01738600000002"
16580,"34.087408,-117.670073"
16581,"34.583839000000005,-118.70811299999998"
16582,"33.841959,-118.297026"
16583,"33.934241,-118.04018"
16584,"34.693117,-118.11268600000001"
16585,"34.086061,-118.17818700000001"
16586,"34.021545,-118.146276"
16587,"34.014711,-117.98539199999999"
16588,"34.068053000000006,-118.256978"
16589,"34.502277,-118.118724"
16590,"34.662795,-118.14993899999999"
16591,"34.273289,-118.582673"
16592,"33.90039,-118.193716"
16593,"34.185035,-118.319274"
16594,"33.973108,-118.25639"
16595,"33.924751,-118.21006000000001"
16596,"34.061446999999994,-117.868665"
16597,"34.069731,-118.135899"
16598,"34.224568,-118.257466"
16599,"33.757738,-118.29033799999999"
16600,"33.785534999999996,-118.186674"
16601,"34.040844,-118.082105"
16602,"33.955068,-118.288141"
16603,"34.18793,-118.168613"
16604,"33.956321,-118.246797"
16605,"34.435417,-118.593372"
16606,"34.173444,-118.54075"
16607,"33.988339,-118.40441899999999"
16608,"34.079029999999996,-118.295575"
16609,"33.927111,-118.215346"
16610,"33.917244000000004,-118.013865"
16611,"34.689675,-118.09153899999998"
16612,"34.681769,-118.17019099999999"
16613,"34.028265000000005,-118.252567"
16614,"34.042415999999996,-117.749508"
16615,"34.602321,-118.08536799999999"
16616,"33.836116,-118.133829"
16617,"34.058834000000004,-118.24751299999998"
16618,"33.901742999999996,-118.162158"
16619,"33.779037,-118.279501"
16620,"33.987865,-117.905751"
16621,"34.224594,-118.547556"
16622,"33.952225,-118.041366"
16623,"34.026408,-118.163173"
16624,"34.104356,-118.794476"
16625,"33.938212,-118.311228"
16626,"34.186614,-118.52792"
16627,"34.265027,-118.472027"
16628,"33.942713,-118.34826299999999"
16629,"33.963806,-118.256396"
16630,"34.208457,-118.461794"
16631,"34.189388,-118.149758"
16632,"33.987363,-117.888104"
16633,"34.220702,-118.244326"
16634,"34.159887,-118.469604"
16635,"33.937086,-118.23901699999999"
16636,"33.978001,-118.24116000000001"
16637,"33.790803000000004,-118.26969299999999"
16638,"33.866989000000004,-118.334944"
16639,"34.010138,-118.39435900000001"
16640,"33.84665,-118.22039"
16641,"33.946540999999996,-118.260131"
16642,"33.932003,-118.10123700000001"
16643,"34.704021000000004,-118.183732"
16644,"33.881935999999996,-118.15994099999999"
16645,"33.780512,-118.25228600000001"
16646,"33.960035999999995,-118.27385500000001"
16647,"33.945504,-118.289381"
16648,"34.140791,-117.96001299999999"
16649,"34.047427,-117.95369699999999"
16650,"33.679615000000005,-117.89185"
16651,"33.746617,-117.978003"
16652,"33.646576,-117.76185600000001"
16653,"33.759959,-117.81396799999999"
16654,"33.751767,-117.77451"
16655,"33.748877,-117.802751"
16656,"33.717595,-117.968589"
16657,"33.778076,-117.883407"
16658,"33.659508,-117.587065"
16659,"33.871691999999996,-118.19374599999999"
16660,"34.159071999999995,-118.15836000000002"
16661,"33.811509,-118.287576"
16662,"34.071988,-118.080533"
16663,"33.875503,-118.100819"
16664,"34.074086,-118.27172900000001"
16665,"34.061735999999996,-118.215748"
16666,"33.774365,-118.04133"
16667,"33.780345000000004,-118.071926"
16668,"33.756419,-117.851948"
16669,"33.571165,-117.70361399999999"
16670,"33.673567,-117.664622"
16671,"33.681,-117.74869199999999"
16672,"33.832419,-117.96765400000001"
16673,"33.584878,-117.726802"
16674,"33.748032,-117.801546"
16675,"33.610176,-117.72376499999999"
16676,"34.08978,-117.93423200000001"
16677,"34.184653999999995,-118.447364"
16678,"34.164459,-118.49188500000001"
16679,"34.344632,-118.34935"
16680,"34.153517,-118.27354199999999"
16681,"34.337917,-118.340414"
16682,"33.927878,-118.27811499999999"
16683,"34.783186,-118.660987"
16684,"33.895399,-118.25907099999999"
16685,"34.143477000000004,-117.25630100000001"
16686,"33.903605,-118.168755"
16687,"34.020671,-117.979404"
16688,"33.867869,-118.23567800000001"
16689,"34.142224,-118.173442"
16690,"34.038123999999996,-118.28401299999999"
16691,"34.077099,-117.74489399999999"
16692,"34.151724,-118.329761"
16693,"34.124441999999995,-117.302453"
16694,"34.128864,-117.245921"
16695,"33.888945,-118.18915600000001"
16696,"33.92508,-118.294501"
16697,"33.904267,-118.27399299999999"
16698,"34.157576,-118.49233600000001"
16699,"33.870077,-117.24365900000001"
16700,"33.981260999999996,-118.44098999999999"
16701,"34.056371,-118.18991299999999"
16702,"34.046446,-118.00316699999999"
16703,"34.77456,-118.532459"
16704,"34.032914,-118.38991499999999"
16705,"34.454832,-118.62126699999999"
16706,"33.969365,-118.230205"
16707,"34.027405,-117.916614"
16708,"34.310091,-118.42730800000001"
16709,"34.033821,-118.317659"
16710,"33.924139000000004,-116.86828999999999"
16711,"34.122845,-117.51265"
16712,"33.807428,-116.39049299999999"
16713,"33.880313,-117.653062"
16714,"34.192038000000004,-117.15572900000001"
16715,"34.152871999999995,-117.247151"
16716,"34.110551,-117.67030600000001"
16717,"34.145432,-117.316"
16718,"34.013298,-117.077381"
16719,"33.956152,-118.247373"
16720,"34.147335999999996,-118.161308"
16721,"34.044923,-118.188525"
16722,"34.054977,-118.176602"
16723,"33.96926,-118.21811399999999"
16724,"34.186561,-118.18471000000001"
16725,"34.152065,-117.667128"
16726,"34.258439,-118.10486499999999"
16727,"33.944983,-118.29189"
16728,"34.103015,-117.49585"
16729,"34.10338,-117.47117"
16730,"34.049437,-118.184868"
16731,"34.071551,-117.39538300000001"
16732,"34.042497999999995,-117.389546"
16733,"34.168433,-118.58106200000002"
16734,"33.982182,-118.287024"
16735,"34.230940999999994,-117.20861299999999"
16736,"33.977621,-117.700878"
16737,"33.753669,-117.46205"
16738,"34.028973,-117.578023"
16739,"34.015644,-117.322429"
16740,"33.898029,-117.56248000000001"
16741,"33.970139,-117.69166799999999"
16742,"34.347704,-116.845514"
16743,"34.018397,-117.09850300000001"
16744,"34.070021999999994,-117.131561"
16745,"34.134538,-117.67486399999999"
16746,"34.092024,-117.466723"
16747,"34.249446,-117.19887800000001"
16748,"33.834416999999995,-117.520652"
16749,"33.974871,-118.06086699999999"
16750,"33.917484,-117.99051200000001"
16751,"33.990584000000005,-117.90181000000001"
16752,"34.161582,-118.63186499999999"
16753,"34.032619,-118.263348"
16754,"33.993672,-117.987619"
16755,"34.028677,-118.232202"
16756,"33.973719,-118.06266200000002"
16757,"34.183012,-118.16739"
16758,"34.762347,-118.17073400000001"
16759,"34.028498,-118.259197"
16760,"34.229001000000004,-118.230672"
16761,"34.121824,-117.999447"
16762,"34.121829,-118.001425"
16763,"34.279061,-118.468795"
16764,"34.03226,-118.185771"
16765,"33.913596000000005,-118.269598"
16766,"34.071963000000004,-117.881005"
16767,"34.111075,-117.89628"
16768,"34.145491,-118.756192"
16769,"34.205028999999996,-118.406345"
16770,"34.646111,-118.751667"
16771,"34.163042,-118.396478"
16772,"34.081139,-118.06463600000001"
16773,"33.911174,-118.36983300000001"
16774,"33.943404,-118.354821"
16775,"33.931596,-118.034079"
16776,"34.150591,-118.695444"
16777,"34.017575,-118.164643"
16778,"34.544569,-117.83526499999999"
16779,"33.887071,-118.313405"
16780,"34.44038,-118.600315"
16781,"34.259809000000004,-118.103572"
16782,"33.987204,-118.440266"
16783,"34.215061,-118.234146"
16784,"33.968493,-118.072643"
16785,"34.004457,-118.171981"
16786,"33.97283,-118.076199"
16787,"33.944359000000006,-118.088668"
16788,"33.917336999999996,-118.30674199999999"
16789,"34.457228,-117.90146899999999"
16790,"33.996346,-117.060577"
16791,"33.931302,-117.99185"
16792,"33.87675,-118.177378"
16793,"33.80425,-118.176308"
16794,"34.006312,-117.828065"
16795,"33.902041,-118.100086"
16796,"33.964999,-118.247651"
16797,"33.948227,-118.29590400000001"
16798,"34.014748,-117.91350200000001"
16799,"34.021068,-118.169526"
16800,"33.759828999999996,-117.465471"
16801,"34.018893,-117.715448"
16802,"34.137031,-117.239745"
16803,"34.00704,-117.729179"
16804,"34.19285,-117.153926"
16805,"34.067529,-117.5583"
16806,"33.828984999999996,-117.363253"
16807,"34.156794,-118.40523600000002"
16808,"34.019088,-117.98624099999999"
16809,"34.037063,-118.443152"
16810,"34.074842,-117.856154"
16811,"33.989160999999996,-118.219329"
16812,"34.072628,-118.22013100000001"
16813,"34.017684,-117.99276"
16814,"33.788043,-118.196997"
16815,"33.96985,-118.223671"
16816,"33.984988,-118.25208500000001"
16817,"34.660609,-118.05743100000001"
16818,"34.150706,-118.80986599999999"
16819,"34.028769,-118.35258999999999"
16820,"33.883555,-118.35236100000002"
16821,"33.98061,-118.247694"
16822,"34.089528,-117.925409"
16823,"33.774017,-118.035175"
16824,"33.593053000000005,-117.760054"
16825,"33.551994,-117.638276"
16826,"33.86985,-117.991658"
16827,"33.682499,-117.857343"
16828,"33.7716,-117.869375"
16829,"33.774783,-118.061972"
16830,"33.873093,-117.880574"
16831,"33.976725,-118.249602"
16832,"34.026498,-118.201108"
16833,"34.101624,-118.32518799999998"
16834,"34.028149,-118.14708999999999"
16835,"33.969065,-118.308978"
16836,"34.513591999999996,-118.639179"
16837,"33.920214,-118.28323999999999"
16838,"33.905328000000004,-118.191898"
16839,"34.030226,-118.03936599999999"
16840,"34.776661,-118.237371"
16841,"33.927991999999996,-118.042005"
16842,"33.929928000000004,-118.041997"
16843,"34.048884,-118.262891"
16844,"34.031469,-117.98405100000001"
16845,"33.875234999999996,-118.072653"
16846,"33.872617,-118.28478"
16847,"33.978403,-118.253727"
16848,"34.037282,-118.295103"
16849,"34.466255,-118.329576"
16850,"33.974765000000005,-118.25373200000001"
16851,"34.042122,-117.949458"
16852,"34.105895000000004,-118.066565"
16853,"33.969009,-118.370194"
16854,"34.136514,-118.630481"
16855,"33.989339,-118.256022"
16856,"34.520025,-118.303876"
16857,"33.924663,-118.02795900000001"
16858,"33.961108,-118.228094"
16859,"33.832878,-118.098644"
16860,"34.128046000000005,-117.907551"
16861,"34.139744,-118.707691"
16862,"33.865976,-118.197277"
16863,"34.251619,-118.427438"
16864,"33.967043,-118.22873200000001"
16865,"34.1814,-117.8809"
16866,"33.908603,-118.36421200000001"
16867,"33.941804,-118.36021399999998"
16868,"34.178445,-118.22521"
16869,"34.631156,-118.17886999999999"
16870,"34.149286,-118.804492"
16871,"34.093208000000004,-117.81932900000001"
16872,"34.132042,-118.75761000000001"
16873,"34.033982,-118.27766000000001"
16874,"34.163405,-118.472449"
16875,"33.992473,-117.90071999999999"
16876,"34.273025,-118.56203700000002"
16877,"34.127463,-118.148706"
16878,"33.854216,-118.287357"
16879,"33.931020000000004,-118.364853"
16880,"34.186252,-118.168609"
16881,"33.982741,-118.05656200000001"
16882,"34.145961,-118.805761"
16883,"33.913179,-118.256394"
16884,"34.441841,-118.607662"
16885,"34.644459999999995,-118.21842"
16886,"33.874542,-118.224797"
16887,"33.88008,-118.09490600000001"
16888,"33.984512,-117.90898600000001"
16889,"34.004573,-118.346328"
16890,"34.022828000000004,-118.183732"
16891,"34.261099,-118.443394"
16892,"33.914390999999995,-118.22941200000001"
16893,"34.028734,-118.166898"
16894,"33.998624,-117.96826999999999"
16895,"34.306526,-118.37520500000001"
16896,"34.036812,-117.984627"
16897,"33.974796000000005,-118.05940700000001"
16898,"33.928703999999996,-118.050697"
16899,"34.037588,-118.27987399999999"
16900,"33.988096999999996,-118.39033"
16901,"34.033,-118.26449099999999"
16902,"34.675527,-117.96965"
16903,"33.942757,-117.27898400000001"
16904,"33.98899,-118.335202"
16905,"34.15092,-117.24618400000001"
16906,"33.638944,-117.42612199999999"
16907,"33.642963,-117.376729"
16908,"34.264691,-117.10963899999999"
16909,"34.083171,-117.714877"
16910,"34.039806,-117.39416299999999"
16911,"34.018834000000005,-117.50228899999999"
16912,"33.869252,-117.54366"
16913,"34.066989,-117.443122"
16914,"33.899693,-117.47348899999999"
16915,"33.931104,-116.82271200000001"
16916,"34.030242,-117.69068700000001"
16917,"33.872153999999995,-117.523944"
16918,"34.135566,-117.582275"
16919,"34.01415,-117.719761"
16920,"33.746742,-117.45451399999999"
16921,"34.149442,-117.243692"
